歌手名字,歌手ID
Miracle是奇迹呀,34198291
秀智,768284
白娥娟,159634
NS允智,125783
尹恩惠,126099
Sara,125909
Jessi,1050232
youra,15251117
KLANG,12278057
金请夏,12096061
辉人,1081865
CL,768159
Ali,125183
Choco And Vanilla,12108460
白艺潾,1050333
it's,868106
郑恩地,174005
金昭熙,12435065
Hello Gayoung,905373
아인,1054172
Jessica,125527
YUZION,32851006
李仙姬,125623
Cheetah,957145
李珍雅,1032432
Heize,964049
진호,125581
Solar,1081079
Shizuko Mori,1055007
郑仁,126191
JUNI,12074123
Honey Apple,13164297
NAYUL,12463048
Elaine,1015123
朴智敏,827360
Jvcki Wai,12970270
Wendy,896665
Gummy,125351
Risso,1081959
沈圭善,125968
Lovey,809014
天仙咸馅,33371692
翩跹梨兮,31955252
孝敏,956382
Han All,1007067
Hoody,832284
수잔,12388045
Yangpa,125610
星,126061
Bom町,33612582
Who r u?,11975241
申智熏,840012
金艺林,125550
Ben,783299
SUMIN,12007321
朴春,125829
이민정,12487059
昭宥,866090
歌手名字,歌手ID
BTS (防弹少年团),783124
BLACKPINK,12068017
(G)I-DLE,14055085
BIGBANG,126339
Apink,126277
N.Flying,886043
野菊花,128245
SEVENTEEN,1080132
TWICE,1161043
GOT7,881021
Soul Dive,127673
T-ara,127815
High4,905037
脸红的思春期,1039524
레게 강 같은 평화 (RGP),159554
乌龟组合,128028
AOA,126312
ITZY,31155319
PENTAGON,12041119
Dungeon and Fighter,31464841
iKON,1011143
Trouble Maker,161330
EXO,759509
EXID,126721
CLC,1053145
Mamamoo,868006
少女时代,126793
GFRIEND,1046043
4MINUTE,128176
AEZR,34563268
EVERGLOW,31155429
BTOB,126454
MOMOLAND,12170236
hyukoh,1054167
Leessang,127089
10cm,128195
宇宙少女,1193531
SF9,12121227
CNBLUE,126524
TOMORROW X TOGETHER,31154262
高耀太,126797
2PM,128182
DREAMCATCHER,12262562
WINNER,976163
Epik High,126682
Beast,126377
Plastic,896043
Wonder Girls,128048
Standing Egg,127686
OH MY GIRL,1055016
I Am Piano,12080097
자장가,12462253
Rocoberry,916094
EXO-CBX,12155133
DIA,1144034
VERIVERY,30107281
miss A,127210
Prenatal Education Music BEBE,11976084
StudioEIM,11978034
Jannabi,908181
Red Velvet,976157
动物园,126606
DAViCHi,126592
DAY6,1146052
Triple H,12369104
Stray Kids,12647860
屋顶月光,128040
Infinite,126982
Sanulrim,127605
We Are the Night,792757
挪威森林,1019698
2NE1,128177
Groovy Room,12213330
After School,126236
이웃집 꽃순이,12262858
TAIBIAN,830062
FIESTAR,126783
굿나잇스탠드,1192052
Block B - BASTARZ,1060066
Namolla Family,166038
GD X TAEYANG,1032279
七公主,127485
FTISLAND,126737
Stellar,127714
강아지 음악,12474644
青春学概论,1103095
ANS,33013483
015B,128188
Espresso,126696
本月少女,12219101
FAVORITE,12492442
Love Rabbit,975350
B1A4,126409
Lovelyz,1026002
VROMANCE,11995099
VICTON,12170060
GLAM,126862
Sweden Laundry,711257
Wanna One,12506025
骑自行车的风景,127488
